タイムスタンプ,ランサーズのユーザー名を入力してください,あなたの性別は女性ですか？,年齢,上記の説明を読んだ上で、研究へのご協力にご承諾いただけますでしょうか？,No.1の画像があなたの好みであるかを0から10で評価してください．,No.2の画像があなたの好みであるかを0から10で評価してください．,No.3の画像があなたの好みであるかを0から10で評価してください．,No.4の画像があなたの好みであるかを0から10で評価してください．,No.5の画像があなたの好みであるかを0から10で評価してください．,No.6の画像があなたの好みであるかを0から10で評価してください．,No.7の画像があなたの好みであるかを0から10で評価してください．,No.8の画像があなたの好みであるかを0から10で評価してください．,No.9の画像があなたの好みであるかを0から10で評価してください．,No.10の画像があなたの好みであるかを0から10で評価してください．,No.11の画像があなたの好みであるかを0から10で評価してください．,No.12の画像があなたの好みであるかを0から10で評価してください．,No.13の画像があなたの好みであるかを0から10で評価してください．,No.14の画像があなたの好みであるかを0から10で評価してください．,No.15の画像があなたの好みであるかを0から10で評価してください．,No.16の画像があなたの好みであるかを0から10で評価してください．,No.17の画像があなたの好みであるかを0から10で評価してください．,No.18の画像があなたの好みであるかを0から10で評価してください．,No.19の画像があなたの好みであるかを0から10で評価してください．,No.20の画像があなたの好みであるかを0から10で評価してください．,No.21の画像があなたの好みであるかを0から10で評価してください．,No.22の画像があなたの好みであるかを0から10で評価してください．,No.23の画像があなたの好みであるかを0から10で評価してください．,No.24の画像があなたの好みであるかを0から10で評価してください．,No.25の画像があなたの好みであるかを0から10で評価してください．,No.26の画像があなたの好みであるかを0から10で評価してください．,No.27の画像があなたの好みであるかを0から10で評価してください．,No.28の画像があなたの好みであるかを0から10で評価してください．,No.29の画像があなたの好みであるかを0から10で評価してください．,No.30の画像があなたの好みであるかを0から10で評価してください．,No.31の画像があなたの好みであるかを0から10で評価してください．,No.32の画像があなたの好みであるかを0から10で評価してください．,No.33の画像があなたの好みであるかを0から10で評価してください．,No.34の画像があなたの好みであるかを0から10で評価してください．,No.35の画像があなたの好みであるかを0から10で評価してください．,No.36の画像があなたの好みであるかを0から10で評価してください．,No.37の画像があなたの好みであるかを0から10で評価してください．,No.38の画像があなたの好みであるかを0から10で評価してください．,No.39の画像があなたの好みであるかを0から10で評価してください．,No.40の画像があなたの好みであるかを0から10で評価してください．,No.41の画像があなたの好みであるかを0から10で評価してください．,No.42の画像があなたの好みであるかを0から10で評価してください．,No.43の画像があなたの好みであるかを0から10で評価してください．,No.44の画像があなたの好みであるかを0から10で評価してください．,No.45の画像があなたの好みであるかを0から10で評価してください．,No.46の画像があなたの好みであるかを0から10で評価してください．,No.47の画像があなたの好みであるかを0から10で評価してください．,No.48の画像があなたの好みであるかを0から10で評価してください．,No.49の画像があなたの好みであるかを0から10で評価してください．,No.50の画像があなたの好みであるかを0から10で評価してください．,No.51の画像があなたの好みであるかを0から10で評価してください．,No.52の画像があなたの好みであるかを0から10で評価してください．,No.53の画像があなたの好みであるかを0から10で評価してください．,No.54の画像があなたの好みであるかを0から10で評価してください．,No.55の画像があなたの好みであるかを0から10で評価してください．,No.56の画像があなたの好みであるかを0から10で評価してください．,No.57の画像があなたの好みであるかを0から10で評価してください．,No.58の画像があなたの好みであるかを0から10で評価してください．,No.59の画像があなたの好みであるかを0から10で評価してください．,No.60の画像があなたの好みであるかを0から10で評価してください．,No.61の画像があなたの好みであるかを0から10で評価してください．,No.62の画像があなたの好みであるかを0から10で評価してください．,No.63の画像があなたの好みであるかを0から10で評価してください．,No.64の画像があなたの好みであるかを0から10で評価してください．,No.65の画像があなたの好みであるかを0から10で評価してください．,No.66の画像があなたの好みであるかを0から10で評価してください．,No.67の画像があなたの好みであるかを0から10で評価してください．,No.68の画像があなたの好みであるかを0から10で評価してください．,No.69の画像があなたの好みであるかを0から10で評価してください．,No.70の画像があなたの好みであるかを0から10で評価してください．,No.71の画像があなたの好みであるかを0から10で評価してください．,No.72の画像があなたの好みであるかを0から10で評価してください．,No.73の画像があなたの好みであるかを0から10で評価してください．,No.74の画像があなたの好みであるかを0から10で評価してください．,No.75の画像があなたの好みであるかを0から10で評価してください．,No.76の画像があなたの好みであるかを0から10で評価してください．,No.77の画像があなたの好みであるかを0から10で評価してください．,No.78の画像があなたの好みであるかを0から10で評価してください．,No.79の画像があなたの好みであるかを0から10で評価してください．,No.80の画像があなたの好みであるかを0から10で評価してください．,No.81の画像があなたの好みであるかを0から10で評価してください．,No.82の画像があなたの好みであるかを0から10で評価してください．,No.83の画像があなたの好みであるかを0から10で評価してください．,No.84の画像があなたの好みであるかを0から10で評価してください．,No.85の画像があなたの好みであるかを0から10で評価してください．,No.86の画像があなたの好みであるかを0から10で評価してください．,No.87の画像があなたの好みであるかを0から10で評価してください．,No.88の画像があなたの好みであるかを0から10で評価してください．,No.89の画像があなたの好みであるかを0から10で評価してください．,No.90の画像があなたの好みであるかを0から10で評価してください．,No.91の画像があなたの好みであるかを0から10で評価してください．,No.92の画像があなたの好みであるかを0から10で評価してください．,No.93の画像があなたの好みであるかを0から10で評価してください．,No.94の画像があなたの好みであるかを0から10で評価してください．,No.95の画像があなたの好みであるかを0から10で評価してください．,No.96の画像があなたの好みであるかを0から10で評価してください．,No.97の画像があなたの好みであるかを0から10で評価してください．,No.98の画像があなたの好みであるかを0から10で評価してください．,No.99の画像があなたの好みであるかを0から10で評価してください．,No.100の画像があなたの好みであるかを0から10で評価してください．,普段あなたはドレスを着用しますか？,あなたは服にこだわりがありますか？,確認用コードをコピーし，ランサーズ側のアンケートに貼り付けましたか？
9/13/2022 9:28:59,ulpukka,はい,58,はい,5,3,3,1,3,3,1,1,2,0,2,2,0,0,4,1,3,3,4,0,0,1,4,4,1,1,0,0,5,0,0,0,2,0,1,2,1,3,0,2,0,0,0,0,1,3,2,2,0,3,1,0,0,2,0,0,0,3,3,1,1,0,0,0,0,1,5,1,5,5,4,1,1,0,4,1,5,2,2,1,0,3,3,1,2,0,5,4,3,1,4,2,2,3,2,3,2,1,0,3,全く着用しない,ややこだわりがある,はい
9/13/2022 9:29:31,marui-3333,はい,39,はい,0,0,0,3,6,2,0,3,4,2,5,3,4,2,4,0,3,5,3,2,1,3,6,4,4,4,4,0,7,0,0,0,4,0,8,5,8,4,8,3,0,0,0,5,2,3,7,6,1,9,2,3,0,3,0,1,0,3,4,0,0,0,1,1,2,1,3,5,9,7,8,2,5,0,6,3,8,2,6,1,1,3,4,1,7,1,7,10,1,2,1,2,3,2,0,2,3,8,0,3,全く着用しない,ややこだわりがある,はい
9/13/2022 9:30:46,riisa0526,はい,30,はい,1,3,6,3,5,0,0,3,3,2,5,1,2,2,2,0,6,6,2,0,0,0,2,4,3,6,2,0,1,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,4,4,2,3,8,4,0,0,4,0,0,0,6,4,0,0,3,1,5,3,8,3,2,8,8,8,2,8,0,0,0,6,7,2,1,6,0,7,0,3,0,4,4,1,1,1,1,0,4,0,6,0,0,0,0,全く着用しない,ややこだわりがある,はい
9/13/2022 9:30:50,aurora12,はい,34,はい,5,6,4,3,6,3,1,3,3,3,3,4,2,3,4,3,4,4,3,3,4,6,5,5,4,5,4,4,5,3,3,4,5,3,4,4,6,5,5,6,3,3,2,3,5,7,4,4,5,7,4,4,2,7,3,4,5,6,6,4,4,5,5,4,2,3,4,4,6,5,6,6,4,3,6,4,5,4,7,3,4,4,5,3,3,3,7,6,4,7,3,3,5,6,3,3,4,5,3,5,全く着用しない,ややこだわりがある,はい
9/13/2022 9:30:53,rachel_45,はい,33,はい,5,0,3,1,0,1,1,3,3,0,8,1,5,3,6,5,6,5,7,6,1,0,4,9,3,0,6,5,2,2,0,4,0,5,5,1,4,5,0,5,1,2,1,5,6,4,1,8,5,2,6,2,8,8,6,0,5,5,7,9,9,1,1,10,3,8,10,6,7,9,9,3,6,0,8,1,9,9,5,3,4,6,1,7,6,1,5,5,5,2,8,7,9,5,2,2,2,4,0,1,月に1~2回,ややこだわりがある,はい
9/13/2022 9:30:54,sinmon,はい,64,はい,6,6,0,0,0,5,3,3,3,5,5,4,0,6,5,6,6,5,5,1,3,5,6,5,2,7,5,6,8,5,1,4,3,0,2,1,5,4,5,5,0,0,2,3,3,5,6,6,5,6,5,2,5,6,1,5,5,6,6,5,5,4,6,4,3,4,6,2,6,6,5,5,6,6,6,6,7,6,6,5,5,6,5,5,5,3,6,6,5,6,6,5,5,6,5,6,6,6,0,5,全く着用しない,あまりこだわりがない,はい
9/13/2022 9:31:18,MAMI1124,はい,45,はい,7,7,6,2,5,3,3,6,2,1,2,2,6,5,7,3,3,5,3,7,3,7,5,3,3,7,2,1,2,1,2,2,4,0,2,2,6,2,2,2,2,2,1,5,2,2,4,5,2,3,3,2,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,2,4,2,2,1,0,2,0,3,5,5,2,2,4,4,1,1,1,1,1,1,1,1,1,1,3,1,3,0,5,0,4,全く着用しない,どちらとも言えない,はい
9/13/2022 9:32:21,momo_41049,はい,31,はい,8,4,6,5,7,6,1,3,3,0,6,4,2,3,0,1,2,6,5,3,2,2,8,7,5,3,1,0,10,1,0,1,3,0,4,1,5,4,0,6,0,0,0,8,4,5,7,5,2,2,6,3,0,2,0,0,0,8,7,0,2,1,0,2,1,1,2,2,6,6,7,4,5,0,3,1,7,5,3,1,0,4,8,0,1,0,9,8,2,1,2,2,6,6,0,1,1,5,0,7,全く着用しない,あまりこだわりがない,はい
9/13/2022 9:32:46,sakuramasu,はい,44,はい,6,3,2,1,7,5,1,8,5,3,6,1,2,2,0,2,3,4,2,2,3,2,5,5,4,3,1,0,5,0,0,3,1,0,7,4,8,5,5,5,0,1,0,5,4,5,5,6,1,7,5,4,0,6,0,3,0,6,5,1,1,1,1,2,2,5,6,5,8,8,9,2,5,0,5,0,8,7,9,2,2,4,9,0,8,0,5,9,7,8,3,4,4,4,2,3,5,9,0,9,全く着用しない,あまりこだわりがない,はい
9/13/2022 9:35:02,smilekyon,はい,56,はい,3,4,4,3,6,4,0,5,3,4,5,3,3,2,3,2,3,4,3,2,3,1,5,4,5,4,3,2,4,0,2,3,3,0,4,3,5,4,4,1,0,0,3,3,1,2,3,3,0,5,5,4,3,3,3,2,0,1,2,0,2,1,2,3,2,1,5,4,4,5,3,1,1,0,5,2,3,4,6,0,0,2,0,0,3,0,4,5,0,1,3,0,5,4,2,0,0,3,0,3,全く着用しない,ややこだわりがある,はい
9/13/2022 9:36:45,Sugar_310,はい,42,はい,3,0,3,1,0,2,0,3,0,0,5,2,5,0,1,0,1,2,1,3,1,0,5,2,2,0,0,0,6,0,0,1,0,0,4,3,3,5,0,2,0,0,0,3,1,1,2,2,0,6,2,3,0,6,0,0,0,6,6,0,0,0,1,1,0,3,5,0,6,8,7,1,0,0,2,0,7,7,7,0,1,1,1,0,2,0,5,6,0,7,0,0,3,3,0,0,2,4,0,4,全く着用しない,ややこだわりがある,はい
9/13/2022 9:39:30,rakkun,はい,39,はい,4,3,3,4,4,3,4,4,4,4,5,6,4,4,4,3,4,6,3,4,3,3,2,4,4,4,5,5,4,5,6,6,4,6,5,5,5,4,5,5,4,2,3,4,5,4,3,5,6,5,5,3,4,4,6,3,5,5,4,4,4,4,4,6,2,5,7,4,4,7,4,4,3,2,7,6,6,8,6,4,4,5,5,4,5,3,4,4,4,4,5,5,4,3,3,6,5,3,3,7,全く着用しない,あまりこだわりがない,はい
9/13/2022 9:39:33,maiabe75,はい,25,はい,7,6,7,8,8,7,8,8,7,6,7,9,8,9,8,8,8,7,9,8,8,9,7,8,8,9,7,7,9,7,9,7,9,7,7,7,7,8,7,8,7,8,8,7,8,8,8,7,7,8,6,6,5,7,8,7,6,9,8,7,7,7,7,6,7,8,6,8,7,7,6,7,7,9,7,7,8,8,9,8,6,7,7,8,7,8,9,8,8,7,7,6,9,8,9,8,7,8,6,6,全く着用しない,ややこだわりがある,はい
9/13/2022 9:42:27,kitutuki22,はい,34,はい,7,5,4,1,1,6,1,0,0,3,6,1,1,3,6,4,3,0,1,3,4,2,2,5,6,4,4,0,9,5,1,1,6,4,2,3,4,8,6,6,0,0,1,6,5,5,3,7,3,5,4,3,0,7,0,5,3,10,9,0,1,0,0,5,0,3,6,1,4,6,7,2,2,0,5,4,10,5,1,5,1,1,5,0,1,0,4,6,1,0,0,2,3,5,0,4,1,5,0,6,全く着用しない,ややこだわりがある,はい
9/13/2022 9:44:29,MflowerE7,はい,26,はい,7,3,1,0,10,6,1,6,8,2,8,4,6,7,0,2,2,3,7,5,4,2,7,6,9,3,2,6,8,5,8,1,7,0,9,3,9,8,7,7,3,1,4,8,7,10,2,1,6,8,9,7,2,8,2,3,6,8,7,0,1,8,3,6,2,4,8,8,9,9,8,7,3,2,8,4,8,8,7,2,1,8,7,1,6,0,7,9,4,6,7,8,4,7,3,6,2,10,0,9,全く着用しない,あまりこだわりがない,はい
9/13/2022 9:44:56,mina-a,はい,40,はい,4,4,2,2,5,5,2,5,3,3,5,4,4,4,3,3,5,5,5,4,4,4,5,4,5,5,3,4,5,3,3,4,5,3,4,4,4,4,4,5,4,3,3,3,4,5,4,4,5,5,4,5,4,5,4,4,4,5,5,4,5,5,4,4,4,3,5,5,5,5,5,4,5,3,5,5,5,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,5,5,5,4,5,3,5,全く着用しない,どちらとも言えない,はい
9/13/2022 9:45:29,Ichikyon,はい,34,はい,9,6,5,0,5,6,0,3,2,0,7,0,1,0,1,0,1,2,2,0,1,0,0,5,2,1,0,0,7,0,0,0,0,0,0,0,1,7,1,3,0,0,0,0,4,5,7,4,0,7,2,0,0,9,2,0,2,8,4,1,2,0,0,3,0,1,5,1,1,5,3,2,1,0,4,2,8,10,2,0,0,2,0,6,2,0,2,4,1,4,1,2,3,2,0,0,0,5,0,1,全く着用しない,ややこだわりがある,はい
9/13/2022 9:46:02,aya-mako,はい,38,はい,7,3,0,0,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,4,0,0,1,1,0,0,0,7,7,1,0,0,0,0,3,0,0,0,0,0,0,全く着用しない,どちらとも言えない,はい
9/13/2022 9:48:11,anotherworld0525,はい,41,はい,7,6,2,1,3,1,0,3,2,1,5,3,5,1,3,1,1,4,3,1,4,5,6,4,3,6,5,4,7,2,0,4,2,0,4,4,6,5,2,1,0,0,1,7,6,6,5,5,6,6,8,4,1,5,0,0,1,8,7,0,2,3,0,3,0,1,4,4,6,5,4,3,2,0,9,3,8,5,4,2,3,8,7,1,3,2,9,5,2,2,4,4,1,7,5,2,0,4,0,5,全く着用しない,あまりこだわりがない,はい
9/13/2022 9:48:35,ch_ch,はい,32,はい,1,0,5,0,2,1,0,4,3,0,1,0,1,1,3,2,0,3,0,0,1,0,3,2,4,6,2,6,0,0,1,1,0,1,2,0,3,1,2,3,0,0,0,3,3,6,3,3,1,1,2,1,0,4,0,0,1,2,2,0,2,0,0,7,2,7,2,0,7,7,6,3,4,0,0,0,6,7,4,0,6,6,5,0,4,0,0,5,2,1,0,5,8,3,0,0,0,2,0,2,全く着用しない,どちらとも言えない,はい
9/13/2022 9:48:39,shinamo,はい,51,はい,2,0,0,0,2,2,0,2,0,0,3,0,0,0,0,0,0,1,1,3,1,0,3,3,1,1,0,0,2,1,1,1,1,0,2,2,4,3,3,1,0,0,0,2,2,1,3,3,1,3,2,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,4,6,5,2,8,0,1,1,3,5,3,1,1,1,6,2,7,0,3,6,4,2,2,1,2,4,2,1,2,4,0,2,全く着用しない,ややこだわりがある,はい
9/13/2022 9:49:01,chika-ishi,はい,33,はい,7,6,5,5,6,8,4,3,6,0,6,1,8,4,4,5,6,7,4,5,6,5,7,8,5,6,7,5,10,4,4,4,5,0,8,5,5,9,5,6,3,2,3,7,4,5,7,8,2,6,5,4,0,5,0,0,0,8,5,2,5,0,0,6,0,6,9,3,5,10,9,6,7,0,4,3,9,8,5,6,5,6,6,5,5,0,8,8,4,9,7,5,8,7,4,4,5,5,0,4,全く着用しない,ややこだわりがある,はい
9/13/2022 9:49:19,hiromimi,はい,35,はい,1,2,2,2,2,0,0,1,4,0,0,1,0,2,1,0,0,0,0,1,0,0,2,0,0,1,2,2,2,0,0,0,1,0,0,0,2,0,1,4,0,0,0,0,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,2,1,2,6,5,6,4,4,0,2,0,5,3,0,0,1,3,3,1,1,0,2,5,2,0,0,0,0,1,2,0,1,0,0,0,全く着用しない,ややこだわりがある,はい
9/13/2022 9:50:47,natuno77,はい,53,はい,2,1,0,1,5,3,0,4,3,1,4,2,4,2,4,1,6,6,3,1,0,1,2,5,7,2,2,0,4,1,4,4,5,0,8,7,9,5,2,3,0,1,0,5,3,6,4,5,5,5,4,5,0,3,2,3,4,4,5,2,2,1,5,3,4,2,4,5,7,6,7,5,7,1,6,3,4,4,2,2,3,7,2,0,1,2,6,7,2,4,5,4,3,5,5,4,2,7,0,6,月に1~2回,ややこだわりがある,はい
9/13/2022 9:51:21,tiger649,はい,48,はい,6,2,2,2,3,5,0,4,3,1,5,2,2,1,3,2,2,4,4,3,1,2,3,4,2,3,2,4,3,1,1,1,2,3,3,4,4,4,3,3,3,1,1,3,2,2,4,5,3,5,3,2,3,5,1,0,2,3,4,4,2,1,1,4,3,2,5,2,5,6,6,2,5,0,1,1,6,4,5,3,4,3,4,4,5,1,5,5,2,1,4,3,4,4,2,3,4,4,0,4,月に1~2回,非常にこだわりがある,はい
9/13/2022 9:53:29,po73,はい,34,はい,6,5,5,3,7,8,3,4,6,5,6,4,4,3,3,5,4,6,6,4,4,6,7,6,6,5,4,4,6,5,4,7,8,4,4,4,7,7,6,6,4,3,3,4,4,5,5,5,3,6,4,3,3,4,4,4,4,6,7,3,3,4,4,4,3,5,5,4,6,5,5,4,4,3,4,4,6,5,4,4,3,3,6,3,4,3,7,7,5,5,5,4,3,6,3,7,4,4,4,4,全く着用しない,ややこだわりがある,はい
9/13/2022 9:54:51,shanshon,はい,40,はい,6,2,1,2,7,4,2,6,4,4,6,2,2,3,2,3,3,4,7,3,5,3,6,7,4,3,2,2,8,3,3,2,7,2,8,3,2,6,6,4,3,2,2,4,5,5,3,2,2,7,3,6,1,2,2,1,2,6,6,2,2,2,2,2,4,5,6,7,9,7,8,2,2,1,3,2,7,6,3,3,6,6,9,1,2,2,8,9,3,7,3,6,6,9,2,6,3,10,0,7,全く着用しない,ややこだわりがある,はい
9/13/2022 9:56:17,kontaro0724,はい,27,はい,7,4,4,4,4,4,4,5,7,4,7,4,3,4,4,6,4,4,4,6,4,5,5,6,4,4,6,4,7,4,4,6,6,3,8,5,4,7,5,4,3,3,4,6,4,4,6,9,4,6,7,4,3,6,3,3,4,6,6,5,4,6,4,6,4,4,6,4,6,8,9,4,6,0,5,5,6,6,4,4,4,4,4,4,4,3,5,5,3,3,4,4,4,3,0,3,6,3,3,4,全く着用しない,あまりこだわりがない,はい
9/13/2022 9:56:22,akiraki,はい,47,はい,1,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,1,3,2,0,1,0,3,0,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2,2,0,1,3,0,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,5,4,3,2,4,1,3,0,4,1,2,0,5,4,4,0,1,0,6,6,6,0,2,1,1,6,0,1,2,4,0,1,全く着用しない,どちらとも言えない,はい
9/13/2022 9:56:42,eyase,はい,33,はい,5,4,5,6,7,4,1,6,4,5,6,1,5,4,6,4,3,7,6,1,1,5,9,10,7,1,6,1,2,1,1,4,5,1,10,7,5,10,1,10,1,1,1,5,5,4,6,6,1,10,5,5,1,9,1,4,1,4,10,1,4,2,1,1,2,4,6,2,9,9,10,3,5,1,4,1,3,4,4,2,2,3,5,1,3,1,5,6,1,6,5,5,5,4,1,5,4,4,1,5,全く着用しない,ややこだわりがある,はい
9/13/2022 9:57:09,sahopic29,はい,43,はい,7,6,2,2,2,3,0,1,2,2,3,2,0,1,4,2,5,6,2,3,3,4,6,5,1,5,1,0,3,2,1,1,2,1,5,6,9,3,4,3,1,2,0,3,2,2,6,5,1,6,4,4,0,2,1,0,1,2,4,3,2,1,3,1,1,0,6,1,7,7,6,2,2,0,1,2,4,6,3,3,1,1,6,4,2,0,1,4,2,0,7,3,5,2,1,2,5,5,0,1,全く着用しない,あまりこだわりがない,はい
9/13/2022 9:58:20,sakura_hanami,はい,34,はい,6,3,1,5,6,5,0,3,5,1,6,3,0,3,3,1,7,6,4,0,1,1,5,4,5,3,1,7,7,1,2,3,3,2,6,3,8,4,7,5,0,2,1,4,2,4,5,3,3,4,5,6,1,3,2,5,2,4,6,1,1,3,2,2,0,4,3,4,5,4,3,3,2,0,2,1,7,3,5,3,1,3,5,0,1,0,6,9,1,7,3,3,2,5,1,1,1,10,6,7,全く着用しない,あまりこだわりがない,はい
9/13/2022 9:59:18,048t5443,はい,36,はい,2,0,0,0,1,1,0,4,3,2,0,0,0,1,3,0,1,1,4,0,0,2,0,0,0,0,1,3,0,0,4,2,0,0,1,0,2,2,2,2,0,0,0,1,3,6,1,1,0,1,1,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,7,8,2,1,1,0,6,0,7,0,0,0,0,5,3,0,0,0,10,9,0,7,0,0,0,0,0,0,0,0,0,1,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:00:48,miyu-22,はい,35,はい,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,3,1,0,0,0,0,0,1,1,0,2,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,3,0,1,1,1,0,0,1,2,0,1,1,2,2,0,0,0,0,0,2,0,3,1,0,0,1,全く着用しない,ややこだわりがある,はい
9/13/2022 10:03:14,maru-ags,はい,41,はい,1,2,7,2,7,5,1,3,2,2,5,3,1,2,2,2,3,2,4,4,5,4,5,3,5,4,3,2,4,0,1,1,5,2,6,4,7,3,4,3,0,0,1,5,3,5,4,3,2,3,3,3,1,1,1,0,0,4,6,2,2,1,1,1,0,1,0,1,3,4,2,1,4,0,6,2,6,5,4,1,1,5,8,1,3,0,2,5,2,2,3,1,1,4,3,4,2,5,0,2,全く着用しない,ややこだわりがある,はい
9/13/2022 10:03:17,a-misa,はい,21,はい,9,4,1,3,5,6,3,8,8,2,7,5,4,3,2,7,6,3,6,7,9,2,8,7,6,4,7,0,9,3,2,3,1,2,4,3,8,9,6,4,1,0,1,10,3,7,9,9,5,8,7,3,1,6,0,0,1,4,6,4,7,1,1,8,5,8,7,4,8,6,9,7,5,0,8,7,8,9,6,7,8,8,7,3,9,0,8,8,4,4,7,6,6,8,2,1,3,3,0,2,全く着用しない,ややこだわりがある,はい
9/13/2022 10:04:00,mmariee,はい,34,はい,0,0,0,1,3,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,2,2,1,1,1,0,0,2,1,0,1,0,2,0,1,3,0,0,0,1,0,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,5,4,1,3,0,2,0,5,1,0,0,0,1,2,0,0,0,1,3,1,0,1,1,2,1,1,1,0,1,0,0,全く着用しない,ややこだわりがある,はい
9/13/2022 10:05:05,miyakura,はい,44,はい,5,0,10,3,10,7,8,5,3,2,0,0,0,4,4,7,2,4,0,3,2,0,2,4,9,4,3,0,8,3,0,0,10,0,3,0,10,6,5,4,1,0,0,7,3,6,3,4,2,3,2,3,0,2,0,0,0,5,7,0,0,0,3,4,3,3,4,5,6,5,5,3,3,0,8,2,8,4,3,2,2,2,9,0,6,0,4,6,4,3,2,4,3,5,0,6,3,8,0,4,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:05:30,peperoni,はい,37,はい,6,3,2,1,6,5,1,5,5,4,7,4,2,1,3,3,2,4,4,6,4,4,6,5,4,4,3,1,6,1,1,3,5,0,3,2,3,5,3,3,0,1,2,3,2,4,7,4,2,4,6,3,0,6,3,0,2,6,7,2,3,1,2,5,2,3,6,3,7,8,6,3,5,0,5,2,7,4,7,1,2,4,3,3,5,1,6,7,4,6,4,4,4,3,2,2,3,2,0,2,全く着用しない,どちらとも言えない,はい
9/13/2022 10:09:16,mary-sophia,はい,39,はい,7,3,4,4,5,2,2,1,1,1,7,3,2,2,2,1,2,6,2,3,1,2,9,7,8,3,2,0,9,0,2,6,7,0,8,8,6,7,5,2,1,1,0,6,2,4,5,5,4,4,3,1,2,1,3,2,1,3,3,3,2,1,2,1,1,0,7,2,7,8,7,2,5,0,6,4,8,7,4,2,2,5,4,2,3,2,4,6,3,2,7,2,2,3,3,6,6,7,0,3,月に1~2回,ややこだわりがある,はい
9/13/2022 10:10:01,ao710,はい,35,はい,7,0,0,0,7,7,7,0,1,9,3,2,0,1,5,2,0,0,9,0,0,0,0,5,9,0,0,3,7,6,2,0,7,0,5,0,4,6,2,3,0,0,1,1,8,10,0,0,0,8,0,8,0,9,0,0,0,10,10,0,0,3,0,0,0,1,6,6,4,4,5,8,0,0,9,3,9,0,0,0,5,2,2,0,0,0,10,3,0,0,0,0,0,3,0,2,0,7,0,8,全く着用しない,どちらとも言えない,はい
9/13/2022 10:10:18,nagasawa133,はい,63,はい,5,1,3,0,4,3,0,1,0,0,4,1,2,0,0,0,1,1,0,1,1,3,3,3,3,2,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,4,0,1,1,2,2,0,0,1,1,1,1,0,0,0,3,1,2,0,0,0,0,全く着用しない,ややこだわりがある,はい
9/13/2022 10:10:28,yamachanblack,はい,32,はい,6,1,3,3,7,4,6,6,5,3,7,3,8,6,4,6,6,4,4,3,2,0,9,8,9,2,4,5,4,3,6,3,4,0,9,4,7,6,6,4,0,0,2,7,6,6,6,7,8,7,7,7,2,8,0,1,3,4,6,0,4,7,3,4,3,2,6,4,7,6,7,4,3,0,2,1,2,5,6,4,2,7,6,3,4,1,8,6,4,4,3,6,4,3,1,3,4,5,0,2,全く着用しない,ややこだわりがある,はい
9/13/2022 10:10:39,aoi_ai,はい,45,はい,3,2,2,3,3,7,3,7,5,4,4,3,3,4,3,2,3,3,2,0,0,1,6,3,2,2,2,2,5,2,4,2,3,0,4,2,6,3,2,2,0,0,0,5,4,5,6,1,6,5,5,5,0,4,0,0,0,5,5,0,1,1,1,0,1,2,2,2,6,7,5,4,2,0,4,1,6,1,3,1,6,5,5,0,1,0,6,6,3,6,2,2,1,5,1,5,2,6,0,5,全く着用しない,ややこだわりがある,はい
9/13/2022 10:13:13,smile_1,はい,24,はい,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,全く着用しない,ややこだわりがある,はい
9/13/2022 10:13:28,Louis-J,はい,35,はい,4,2,3,2,4,2,0,3,2,2,2,0,1,0,3,2,3,4,3,1,0,2,1,3,4,1,1,0,3,0,0,1,1,0,2,1,2,2,2,2,0,0,0,1,1,2,1,2,2,2,1,2,0,2,0,0,1,3,3,0,3,1,0,3,2,2,3,2,4,3,3,3,2,0,2,2,2,2,3,1,0,2,2,0,1,0,2,2,2,1,0,3,2,2,0,1,1,3,0,2,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:14:55,ohanami,はい,46,はい,8,3,1,2,2,5,2,3,4,3,5,4,2,4,4,4,4,4,5,5,3,3,5,6,4,4,3,4,5,2,1,1,3,0,5,5,9,8,7,9,2,2,2,9,4,7,6,7,3,8,5,4,1,5,1,0,1,9,9,2,2,4,5,6,0,7,9,6,10,9,9,5,7,0,6,5,10,7,9,1,3,8,6,4,5,5,8,8,3,4,4,7,2,2,2,3,4,5,0,8,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:15:22,pisca_pisca,はい,56,はい,7,6,5,0,9,8,0,1,0,0,5,0,0,0,2,1,1,5,4,3,2,3,5,6,9,6,1,1,8,1,0,0,8,0,4,2,4,5,4,4,0,0,0,3,2,3,6,6,1,4,4,1,0,7,1,0,0,6,6,3,4,0,0,3,0,2,6,2,4,6,5,1,3,0,3,2,7,5,4,1,2,3,6,1,1,1,6,5,2,6,5,2,2,6,2,6,5,5,1,2,全く着用しない,ややこだわりがある,はい
