タイムスタンプ,ランサーズのユーザー名を入力してください,あなたの性別は女性ですか？,年齢,上記の説明を読んだ上で、研究へのご協力にご承諾いただけますでしょうか？,No.1の画像があなたの好みであるかを0から10で評価してください．,No.2の画像があなたの好みであるかを0から10で評価してください．,No.3の画像があなたの好みであるかを0から10で評価してください．,No.4の画像があなたの好みであるかを0から10で評価してください．,No.5の画像があなたの好みであるかを0から10で評価してください．,No.6の画像があなたの好みであるかを0から10で評価してください．,No.7の画像があなたの好みであるかを0から10で評価してください．,No.8の画像があなたの好みであるかを0から10で評価してください．,No.9の画像があなたの好みであるかを0から10で評価してください．,No.10の画像があなたの好みであるかを0から10で評価してください．,No.11の画像があなたの好みであるかを0から10で評価してください．,No.12の画像があなたの好みであるかを0から10で評価してください．,No.13の画像があなたの好みであるかを0から10で評価してください．,No.14の画像があなたの好みであるかを0から10で評価してください．,No.15の画像があなたの好みであるかを0から10で評価してください．,No.16の画像があなたの好みであるかを0から10で評価してください．,No.17の画像があなたの好みであるかを0から10で評価してください．,No.18の画像があなたの好みであるかを0から10で評価してください．,No.19の画像があなたの好みであるかを0から10で評価してください．,No.20の画像があなたの好みであるかを0から10で評価してください．,No.21の画像があなたの好みであるかを0から10で評価してください．,No.22の画像があなたの好みであるかを0から10で評価してください．,No.23の画像があなたの好みであるかを0から10で評価してください．,No.24の画像があなたの好みであるかを0から10で評価してください．,No.25の画像があなたの好みであるかを0から10で評価してください．,No.26の画像があなたの好みであるかを0から10で評価してください．,No.27の画像があなたの好みであるかを0から10で評価してください．,No.28の画像があなたの好みであるかを0から10で評価してください．,No.29の画像があなたの好みであるかを0から10で評価してください．,No.30の画像があなたの好みであるかを0から10で評価してください．,No.31の画像があなたの好みであるかを0から10で評価してください．,No.32の画像があなたの好みであるかを0から10で評価してください．,No.33の画像があなたの好みであるかを0から10で評価してください．,No.34の画像があなたの好みであるかを0から10で評価してください．,No.35の画像があなたの好みであるかを0から10で評価してください．,No.36の画像があなたの好みであるかを0から10で評価してください．,No.37の画像があなたの好みであるかを0から10で評価してください．,No.38の画像があなたの好みであるかを0から10で評価してください．,No.39の画像があなたの好みであるかを0から10で評価してください．,No.40の画像があなたの好みであるかを0から10で評価してください．,No.41の画像があなたの好みであるかを0から10で評価してください．,No.42の画像があなたの好みであるかを0から10で評価してください．,No.43の画像があなたの好みであるかを0から10で評価してください．,No.44の画像があなたの好みであるかを0から10で評価してください．,No.45の画像があなたの好みであるかを0から10で評価してください．,No.46の画像があなたの好みであるかを0から10で評価してください．,No.47の画像があなたの好みであるかを0から10で評価してください．,No.48の画像があなたの好みであるかを0から10で評価してください．,No.49の画像があなたの好みであるかを0から10で評価してください．,No.50の画像があなたの好みであるかを0から10で評価してください．,No.51の画像があなたの好みであるかを0から10で評価してください．,No.52の画像があなたの好みであるかを0から10で評価してください．,No.53の画像があなたの好みであるかを0から10で評価してください．,No.54の画像があなたの好みであるかを0から10で評価してください．,No.55の画像があなたの好みであるかを0から10で評価してください．,No.56の画像があなたの好みであるかを0から10で評価してください．,No.57の画像があなたの好みであるかを0から10で評価してください．,No.58の画像があなたの好みであるかを0から10で評価してください．,No.59の画像があなたの好みであるかを0から10で評価してください．,No.60の画像があなたの好みであるかを0から10で評価してください．,No.61の画像があなたの好みであるかを0から10で評価してください．,No.62の画像があなたの好みであるかを0から10で評価してください．,No.63の画像があなたの好みであるかを0から10で評価してください．,No.64の画像があなたの好みであるかを0から10で評価してください．,No.65の画像があなたの好みであるかを0から10で評価してください．,No.66の画像があなたの好みであるかを0から10で評価してください．,No.67の画像があなたの好みであるかを0から10で評価してください．,No.68の画像があなたの好みであるかを0から10で評価してください．,No.69の画像があなたの好みであるかを0から10で評価してください．,No.70の画像があなたの好みであるかを0から10で評価してください．,No.71の画像があなたの好みであるかを0から10で評価してください．,No.72の画像があなたの好みであるかを0から10で評価してください．,No.73の画像があなたの好みであるかを0から10で評価してください．,No.74の画像があなたの好みであるかを0から10で評価してください．,No.75の画像があなたの好みであるかを0から10で評価してください．,No.76の画像があなたの好みであるかを0から10で評価してください．,No.77の画像があなたの好みであるかを0から10で評価してください．,No.78の画像があなたの好みであるかを0から10で評価してください．,No.79の画像があなたの好みであるかを0から10で評価してください．,No.80の画像があなたの好みであるかを0から10で評価してください．,No.81の画像があなたの好みであるかを0から10で評価してください．,No.82の画像があなたの好みであるかを0から10で評価してください．,No.83の画像があなたの好みであるかを0から10で評価してください．,No.84の画像があなたの好みであるかを0から10で評価してください．,No.85の画像があなたの好みであるかを0から10で評価してください．,No.86の画像があなたの好みであるかを0から10で評価してください．,No.87の画像があなたの好みであるかを0から10で評価してください．,No.88の画像があなたの好みであるかを0から10で評価してください．,No.89の画像があなたの好みであるかを0から10で評価してください．,No.90の画像があなたの好みであるかを0から10で評価してください．,No.91の画像があなたの好みであるかを0から10で評価してください．,No.92の画像があなたの好みであるかを0から10で評価してください．,No.93の画像があなたの好みであるかを0から10で評価してください．,No.94の画像があなたの好みであるかを0から10で評価してください．,No.95の画像があなたの好みであるかを0から10で評価してください．,No.96の画像があなたの好みであるかを0から10で評価してください．,No.97の画像があなたの好みであるかを0から10で評価してください．,No.98の画像があなたの好みであるかを0から10で評価してください．,No.99の画像があなたの好みであるかを0から10で評価してください．,No.100の画像があなたの好みであるかを0から10で評価してください．,普段あなたはドレスを着用しますか？,あなたは服にこだわりがありますか？,確認用コードをコピーし，ランサーズ側のアンケートに貼り付けましたか？
9/13/2022 10:15:49,kkkkkmap,はい,23,はい,6,2,1,2,2,5,2,3,1,1,7,1,0,0,4,2,0,1,1,0,0,6,4,3,2,1,6,5,5,3,1,0,1,1,6,3,5,5,3,9,4,3,2,4,3,3,5,5,3,7,5,4,0,3,2,0,0,6,6,2,1,0,0,2,2,1,5,4,6,7,5,4,5,0,2,0,5,3,1,3,2,2,4,4,4,0,1,5,3,4,4,3,4,3,3,3,2,0,0,3,全く着用しない,ややこだわりがある,はい
9/13/2022 10:16:25,makoppi5510,はい,54,はい,4,5,7,8,2,2,1,4,5,3,6,5,1,2,3,5,7,7,5,3,2,4,6,6,3,7,4,6,8,4,2,3,2,1,3,4,5,8,6,5,2,3,2,3,3,4,9,8,1,6,4,4,3,6,2,0,5,6,6,4,3,3,4,3,0,3,5,1,1,2,3,4,2,0,4,5,4,3,5,3,2,2,3,4,2,1,5,6,0,6,6,3,1,1,2,1,4,6,6,4,全く着用しない,ややこだわりがある,はい
9/13/2022 10:16:26,asagi_w0706,はい,36,はい,6,3,6,1,6,5,0,6,6,4,5,2,5,2,5,6,2,1,4,2,1,1,4,4,4,2,2,6,5,1,3,3,4,1,4,3,6,4,4,6,1,2,1,8,4,4,3,4,1,5,4,2,0,6,2,2,2,4,6,1,3,3,2,4,5,5,3,4,6,6,5,3,2,0,2,1,7,7,4,2,3,4,5,2,4,3,5,6,2,3,1,3,5,5,2,3,1,3,0,4,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:20:52,asakurakanamepc,はい,44,はい,6,4,5,6,3,7,2,7,5,1,6,3,2,1,4,5,7,8,5,2,2,1,10,5,3,1,8,5,9,2,0,3,2,5,1,5,6,5,3,7,2,2,0,4,5,6,7,5,7,4,5,6,3,2,2,0,0,4,5,0,3,2,5,2,1,2,2,1,5,7,5,4,3,1,5,4,6,3,2,1,4,3,0,0,1,2,5,5,1,6,2,1,1,0,0,2,2,3,4,4,全く着用しない,ややこだわりがある,はい
9/13/2022 10:21:11,ktr_design,はい,22,はい,2,1,3,2,3,3,2,2,2,2,5,2,1,1,4,3,1,1,1,1,1,1,4,4,2,2,1,4,5,1,2,1,1,1,4,1,5,1,4,3,1,1,1,1,1,4,4,5,1,6,4,1,1,2,1,0,1,3,5,1,1,2,1,2,0,1,3,2,6,7,6,1,2,0,2,1,2,3,1,1,3,1,1,1,5,1,1,8,2,1,1,1,1,1,1,2,1,1,0,1,全く着用しない,ややこだわりがある,はい
9/13/2022 10:22:56,nyoheron,はい,39,はい,3,2,6,0,1,9,1,6,6,4,1,1,3,1,7,4,3,1,1,0,0,4,7,7,0,2,7,7,9,3,2,3,1,0,4,3,3,6,0,7,0,0,6,4,6,9,4,5,3,9,2,1,0,10,0,0,0,8,10,0,2,4,4,2,0,6,5,0,6,6,8,7,2,0,7,4,9,8,4,1,4,2,2,0,5,0,5,4,2,8,0,6,6,3,2,6,1,6,0,7,全く着用しない,ややこだわりがある,はい
9/13/2022 10:23:17,miics,はい,34,はい,5,0,0,0,3,0,0,3,3,0,5,0,0,4,4,0,0,3,0,5,0,0,6,5,3,3,0,4,4,0,3,0,0,0,5,0,5,3,2,1,0,0,0,4,3,3,4,5,0,5,0,2,0,4,0,0,0,0,5,0,3,0,0,0,0,0,4,0,4,5,5,0,0,0,0,0,5,0,0,0,0,0,4,0,8,0,6,6,0,0,0,0,5,0,0,4,3,4,0,1,全く着用しない,ややこだわりがある,はい
9/13/2022 10:24:21,abiwan,はい,64,はい,2,7,5,2,5,3,0,0,0,0,1,0,0,0,5,3,3,2,2,0,0,7,7,8,6,6,4,0,5,0,1,8,6,0,1,0,4,6,2,2,0,0,0,2,1,3,5,3,2,3,4,1,2,5,3,0,2,6,6,2,3,4,4,2,0,1,6,3,4,5,6,6,3,0,4,3,5,5,4,4,0,5,3,2,1,0,4,5,1,4,5,4,5,5,7,4,4,2,0,4,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:24:48,Doremilove,はい,53,はい,1,1,2,0,5,3,0,5,1,0,8,0,2,1,0,0,0,6,5,6,0,3,9,7,5,0,0,2,9,0,8,1,8,0,7,5,10,10,6,4,0,0,5,5,6,6,10,9,1,10,8,5,0,10,1,0,0,9,6,10,1,0,3,5,0,1,10,5,9,10,10,5,7,0,10,5,10,10,7,6,1,9,9,10,4,0,10,10,5,6,8,5,4,6,4,4,4,10,0,6,週に1~2回,ややこだわりがある,はい
9/13/2022 10:24:54,tomo-47,はい,53,はい,8,2,6,0,6,2,1,5,0,0,8,1,1,0,1,0,2,7,4,0,0,5,6,3,4,4,0,0,0,0,0,0,0,0,2,1,3,2,0,3,0,0,0,1,0,1,5,2,0,6,3,1,0,0,0,0,0,2,2,0,0,0,1,0,0,2,7,1,9,8,5,1,4,0,9,0,6,4,3,0,5,2,6,0,0,0,2,5,0,6,2,1,6,2,2,9,0,3,0,0,全く着用しない,ややこだわりがある,はい
9/13/2022 10:24:55,mocha-post,はい,41,はい,3,3,4,3,5,4,3,6,7,3,5,4,5,4,4,4,4,6,4,6,5,4,8,3,7,4,4,3,5,3,3,3,7,4,5,3,8,5,5,5,3,2,3,8,4,3,6,5,4,5,5,4,2,5,2,3,3,3,3,3,4,2,3,5,5,4,4,4,6,5,5,3,5,2,4,3,3,6,5,3,3,4,5,5,4,2,8,7,3,3,4,3,5,5,3,4,3,4,1,3,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:25:18,kuro3kuro115,はい,37,はい,4,1,1,5,5,1,0,6,4,0,6,2,4,0,2,6,6,7,2,5,3,6,9,8,6,6,4,0,7,0,2,6,4,0,7,4,6,6,5,6,0,0,1,3,0,3,10,3,0,8,1,2,0,6,1,0,1,8,8,0,3,0,4,2,1,2,10,3,8,9,6,1,5,0,7,0,5,6,0,1,2,7,9,0,2,0,9,6,3,0,4,2,2,1,1,7,6,3,0,6,全く着用しない,ややこだわりがある,はい
9/13/2022 10:26:49,ccangel1005,はい,48,はい,3,2,4,1,5,4,2,4,3,3,5,3,2,3,3,3,2,4,3,4,3,2,5,6,5,3,3,3,3,2,2,2,7,2,5,3,5,4,4,3,3,3,3,7,3,3,3,4,3,5,4,4,3,3,3,2,2,3,4,3,2,3,2,3,2,2,5,2,5,6,6,3,6,2,5,3,5,3,5,2,2,3,5,4,4,2,4,7,3,4,7,5,4,5,4,4,3,2,2,2,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:27:13,5f97c2419878b,はい,27,はい,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,1,3,0,2,0,0,0,1,0,1,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,全く着用しない,非常にこだわりがある,はい
9/13/2022 10:27:28,hona15,はい,40,はい,3,4,3,1,3,4,1,4,2,1,2,2,2,3,5,3,2,5,3,3,4,2,4,3,3,2,3,2,4,2,2,3,2,1,4,3,4,3,2,2,1,2,3,5,6,6,4,3,3,3,5,3,1,4,3,0,2,4,6,3,2,1,2,3,2,4,4,2,7,6,6,3,6,0,5,4,8,4,5,3,4,6,4,1,7,1,7,8,4,2,3,4,4,7,3,2,2,2,0,4,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:27:30,K-buena,はい,42,はい,3,3,4,0,5,2,1,3,3,3,5,6,5,3,2,0,3,8,5,3,2,4,7,2,6,3,1,2,7,1,3,3,7,1,7,3,3,5,3,2,1,1,2,3,1,3,7,6,4,8,3,2,0,3,6,0,0,4,4,6,5,3,3,3,2,3,5,4,6,6,5,4,7,0,5,4,7,5,4,4,3,7,3,1,1,2,8,6,7,4,7,3,1,3,2,7,5,3,0,2,月に1~2回,ややこだわりがある,はい
9/13/2022 10:28:07,aikoyokota,はい,45,はい,3,0,0,2,2,5,0,3,1,4,7,2,3,1,1,0,0,1,2,3,2,0,4,1,1,1,0,0,2,0,0,1,0,0,1,0,5,2,1,1,0,1,2,2,1,1,4,3,0,2,1,1,1,2,3,0,0,2,2,1,0,1,0,0,1,0,1,1,3,7,6,0,6,0,5,0,5,5,4,0,0,3,9,1,0,0,4,4,3,4,1,1,1,2,1,4,2,3,0,0,全く着用しない,非常にこだわりがある,はい
9/13/2022 10:28:19,mitarashi_0707,はい,37,はい,3,5,0,0,8,4,0,1,0,4,9,0,0,0,0,0,5,9,4,7,3,9,10,4,7,9,2,0,7,2,2,4,8,0,10,5,10,5,1,7,1,0,2,8,2,2,9,7,1,1,6,5,0,0,3,0,1,3,3,0,1,1,1,2,1,3,2,1,8,6,4,3,9,0,2,0,4,3,9,1,2,6,8,1,2,0,7,7,2,1,6,4,2,6,2,4,6,10,0,3,月に1~2回,ややこだわりがある,はい
9/13/2022 10:29:28,himawari252525,はい,38,はい,6,1,2,1,9,8,4,2,5,1,1,1,0,5,7,4,4,4,3,3,3,3,3,2,6,3,3,5,5,3,2,5,8,0,5,4,9,2,5,7,3,2,4,6,6,4,3,4,1,5,3,4,0,2,1,1,1,2,2,2,3,7,3,3,7,2,3,3,6,2,2,2,2,4,6,3,7,3,8,2,2,3,5,2,3,3,8,4,2,7,2,2,5,9,2,3,2,6,1,9,全く着用しない,ややこだわりがある,はい
9/13/2022 10:29:51,azi66,はい,42,はい,3,3,2,2,5,2,0,4,2,2,2,2,2,2,2,0,3,4,0,1,2,3,3,1,3,3,3,2,2,0,1,2,3,0,3,2,5,2,3,3,0,0,0,5,0,3,5,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,3,4,2,1,5,0,3,0,2,2,4,0,2,2,5,1,1,0,0,5,1,1,1,1,1,5,1,1,1,4,0,2,全く着用しない,ややこだわりがある,はい
9/13/2022 10:30:06,hanachan87872323,はい,60,はい,1,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,1,0,0,2,0,0,1,3,0,0,0,2,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1,5,0,0,2,1,0,0,0,6,6,0,0,1,0,2,6,0,1,0,0,0,2,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:30:49,77tora3,はい,26,はい,4,2,6,6,6,3,1,6,5,5,6,3,3,3,4,2,5,3,3,2,2,2,3,7,4,3,3,2,4,2,2,1,2,1,2,3,4,5,4,5,2,1,0,6,4,5,3,3,2,2,3,3,0,5,4,1,1,4,2,2,2,1,1,3,3,2,3,3,5,6,4,4,6,0,5,3,5,2,4,2,5,3,5,2,6,1,5,4,2,3,2,3,3,4,2,1,1,3,1,5,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:30:54,yukinojoh_a8g,はい,34,はい,8,2,7,1,0,4,3,5,7,1,2,3,1,0,6,3,4,1,6,0,1,0,0,9,1,0,9,7,10,4,0,1,0,0,8,2,7,9,3,10,0,2,1,2,7,9,0,10,6,10,6,3,1,8,0,0,4,7,8,0,8,1,0,9,1,9,10,2,7,10,10,2,0,0,1,0,7,10,4,5,6,0,0,0,6,0,7,10,0,5,8,4,4,6,0,0,0,1,3,0,全く着用しない,非常にこだわりがある,はい
9/13/2022 10:31:44,rosmarinus1024,はい,52,はい,10,3,6,0,8,3,0,1,0,0,10,0,4,0,1,7,0,5,3,0,1,0,5,10,6,2,0,0,5,0,0,0,7,0,10,2,4,10,5,10,0,0,0,5,6,6,0,10,0,9,6,6,0,6,0,8,7,9,10,0,7,0,5,10,3,0,10,6,10,10,10,7,0,1,7,7,10,0,4,1,0,9,0,0,7,0,10,10,0,8,10,7,3,9,0,0,10,9,10,7,全く着用しない,どちらとも言えない,はい
9/13/2022 10:31:57,unabow,はい,43,はい,5,0,5,0,2,6,0,1,0,0,0,5,0,3,6,6,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,5,0,3,0,0,5,0,0,0,0,7,0,0,0,3,0,0,5,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,全く着用しない,ややこだわりがある,はい
9/13/2022 10:33:13,ohana1638,はい,41,はい,2,0,4,1,8,7,2,0,5,1,1,8,4,1,6,7,7,2,2,0,0,0,1,8,5,2,2,1,9,1,2,1,1,0,1,0,7,9,2,9,0,0,0,1,6,8,0,2,0,10,0,0,0,10,0,0,0,5,10,0,5,3,2,1,2,1,1,3,6,6,10,8,1,0,2,0,5,0,0,2,0,0,0,0,1,0,8,3,1,0,0,0,0,0,0,0,0,10,0,5,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:33:33,inuakiko1229,はい,45,はい,3,2,0,0,0,2,1,3,1,0,4,1,1,0,6,0,1,0,0,0,0,2,3,1,0,2,2,0,1,0,0,1,0,0,1,2,4,0,1,4,0,1,0,1,2,2,2,1,0,2,1,1,0,0,0,0,0,2,4,0,0,0,0,2,1,2,2,1,5,6,1,1,1,0,2,1,5,1,0,2,1,1,2,1,1,1,3,1,1,1,1,1,4,3,2,4,0,4,0,2,全く着用しない,ややこだわりがある,はい
9/13/2022 10:33:50,takemi0519,はい,25,はい,0,0,1,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,3,0,1,0,0,0,2,0,1,2,1,1,0,2,2,1,0,1,0,5,1,3,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:36:36,daisybiscuit,はい,50,はい,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,2,4,0,0,0,0,全く着用しない,ややこだわりがある,はい
9/13/2022 10:38:04,yagimeiko49760,はい,45,はい,4,2,2,0,5,5,0,0,2,1,7,1,3,2,2,4,2,4,3,5,4,3,6,7,4,4,1,0,7,1,4,3,5,5,5,3,8,9,4,4,1,1,3,4,4,5,5,7,4,3,5,2,0,5,0,0,1,5,7,6,6,1,1,6,0,3,9,2,6,9,8,3,3,0,10,2,7,8,5,3,1,6,5,6,1,0,8,7,3,0,9,2,1,5,0,8,3,5,0,4,全く着用しない,どちらとも言えない,はい
9/13/2022 10:39:42,tomoyonmen,はい,31,はい,6,2,7,0,6,5,1,1,0,0,7,1,0,3,3,1,0,3,3,1,1,1,5,7,2,1,3,1,4,0,3,4,5,1,5,1,5,8,5,7,1,0,1,2,2,6,5,5,2,7,2,1,0,4,0,0,0,6,7,0,3,1,0,5,0,0,8,5,8,9,8,1,3,0,5,0,8,2,1,0,0,4,4,1,1,1,8,9,6,5,5,5,7,8,2,6,4,4,0,4,全く着用しない,どちらとも言えない,はい
9/13/2022 10:40:19,yoshisan91172,はい,50,はい,3,4,2,1,7,7,0,9,4,2,9,6,7,8,7,3,2,2,3,5,3,2,2,7,5,4,6,2,8,1,1,2,7,0,3,2,10,7,8,9,1,1,2,8,3,6,8,8,2,7,7,6,0,7,2,1,2,6,8,1,2,2,2,2,0,3,5,3,8,9,8,6,9,1,8,2,9,7,8,2,5,6,8,2,4,1,8,9,4,9,1,4,5,6,4,3,3,9,0,6,全く着用しない,ややこだわりがある,はい
9/13/2022 10:40:52,mii000,はい,35,はい,2,0,0,1,6,2,2,5,2,0,3,2,0,2,0,0,4,4,1,0,0,0,2,1,4,3,1,0,2,1,2,3,4,0,1,2,5,2,2,4,0,1,0,4,4,5,2,2,4,6,6,4,0,1,0,1,1,5,5,0,0,3,0,0,0,0,1,3,5,6,6,3,2,0,5,1,6,1,6,0,0,5,6,1,2,0,8,7,3,6,1,5,3,6,2,4,2,7,1,6,全く着用しない,どちらとも言えない,はい
9/13/2022 10:41:41,sara01,はい,34,はい,0,5,3,2,5,0,1,7,4,1,1,4,0,3,3,2,1,5,1,1,0,4,4,1,2,4,5,0,7,1,0,4,2,0,2,0,5,1,1,6,0,0,0,8,1,3,5,2,5,0,6,2,0,3,0,0,1,1,4,0,1,0,3,4,1,1,1,0,6,3,5,1,0,0,2,0,0,2,0,0,2,1,3,0,0,0,3,2,1,1,0,1,0,0,1,0,3,5,0,0,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:41:52,a-sa07,はい,33,はい,3,1,0,0,8,0,0,0,6,0,6,2,0,5,4,1,1,6,0,0,3,1,10,6,8,4,3,3,6,0,1,3,8,0,6,5,9,8,5,5,0,1,0,0,3,2,6,7,5,8,5,0,0,7,0,0,1,2,6,0,0,5,5,0,0,0,5,2,7,8,9,2,0,0,4,2,4,4,3,0,0,3,7,0,0,0,7,7,5,3,0,0,0,0,0,4,0,2,0,4,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:43:27,ankouni,はい,43,はい,4,0,1,1,6,3,1,3,0,1,2,0,0,1,1,2,1,2,0,2,1,0,9,3,0,1,0,1,3,0,0,0,1,1,1,1,7,7,6,1,0,0,0,2,0,2,3,4,1,0,1,1,0,2,0,0,0,1,4,3,0,0,2,1,0,1,10,1,5,10,7,0,5,0,1,1,7,4,5,1,0,2,5,2,4,0,0,9,0,5,3,1,1,1,0,0,3,1,0,2,月に1~2回,ややこだわりがある,はい
9/13/2022 10:43:41,chii5577,はい,40,はい,8,7,8,4,6,9,3,9,9,2,3,8,1,3,2,1,6,6,7,2,3,1,6,4,7,6,3,0,8,1,4,2,4,3,7,6,9,6,7,9,3,1,2,8,6,7,6,8,1,8,7,4,4,7,2,6,1,6,7,2,4,4,4,3,6,6,4,6,7,8,9,6,6,1,6,4,10,7,9,3,6,4,9,1,3,4,8,6,4,7,4,3,7,8,6,7,6,8,0,9,全く着用しない,ややこだわりがある,はい
9/13/2022 10:46:40,ayasa3089,はい,34,はい,1,5,6,1,4,2,2,2,2,1,5,4,2,3,3,3,4,2,6,3,1,2,6,6,3,4,3,3,6,0,2,2,5,2,2,2,5,7,4,5,2,0,0,3,7,7,3,2,3,7,3,2,2,6,3,5,3,6,7,0,4,2,3,4,0,2,6,2,4,6,7,5,3,0,6,2,8,7,4,2,6,3,3,0,4,0,5,6,5,5,5,3,3,2,1,5,4,5,1,5,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:46:40,kiki_sugimori,はい,31,はい,2,0,0,0,0,2,0,1,0,0,4,0,0,0,2,3,0,2,0,0,0,0,4,5,0,0,0,3,6,0,0,3,0,0,7,0,9,5,8,0,0,0,5,8,0,3,9,10,6,7,7,0,0,6,0,0,0,6,7,6,0,0,0,6,0,7,9,0,0,10,10,0,8,0,0,0,8,8,6,7,4,0,0,3,6,0,4,9,0,3,3,0,7,0,0,0,6,0,0,0,全く着用しない,ややこだわりがある,はい
9/13/2022 10:46:46,mochachi,はい,31,はい,2,3,2,2,6,2,2,3,3,4,3,3,3,1,4,2,4,4,4,0,1,5,4,4,5,4,3,4,4,0,0,1,5,0,3,0,6,2,7,5,0,1,0,2,3,5,4,2,2,6,2,2,3,6,0,0,1,2,1,0,3,3,4,4,6,3,2,4,7,7,6,5,7,0,2,3,8,4,5,3,4,4,0,0,4,2,6,7,3,3,2,1,4,6,2,2,1,2,0,5,全く着用しない,ややこだわりがある,はい
9/13/2022 10:48:01,maria007,はい,50,はい,2,2,1,1,3,3,1,4,2,2,4,2,3,3,2,0,1,3,2,4,3,2,7,4,3,2,1,1,3,0,2,3,3,2,4,3,5,4,4,3,2,1,1,5,1,2,5,4,3,2,2,1,0,5,0,0,0,1,4,0,1,0,2,2,0,1,4,2,8,8,5,1,5,0,2,2,5,4,5,2,1,3,4,1,4,0,5,7,3,6,5,4,3,4,2,2,4,5,0,2,全く着用しない,ややこだわりがある,はい
9/13/2022 10:48:19,___3oclock,はい,22,はい,6,1,1,0,0,0,0,3,3,2,8,0,0,0,0,1,0,2,3,1,0,1,0,4,1,0,0,4,2,0,0,0,1,3,2,0,2,5,0,9,0,1,0,0,0,4,6,3,0,5,5,1,0,0,0,0,0,3,9,1,2,0,0,0,2,6,3,2,9,10,9,4,5,0,4,0,7,6,7,2,5,1,0,1,8,0,1,9,0,8,0,1,4,3,0,1,0,0,0,0,全く着用しない,非常にこだわりがある,はい
9/13/2022 10:50:18,marimori_8,はい,54,はい,9,2,2,0,4,5,0,2,1,0,6,1,1,0,0,0,0,1,0,0,0,0,7,6,4,0,0,0,7,0,0,0,3,0,4,0,4,5,0,2,0,0,0,0,0,0,0,2,0,5,0,0,0,4,0,0,0,5,4,0,0,0,0,0,0,0,5,2,6,7,7,1,3,0,6,1,3,1,1,2,0,2,3,0,0,0,8,5,0,1,3,3,1,4,4,5,0,3,0,4,全く着用しない,どちらとも言えない,はい
9/13/2022 10:50:42,tiara29,はい,19,はい,2,1,2,1,0,3,2,0,4,3,1,4,2,1,1,3,2,1,1,0,1,0,4,3,1,1,1,1,6,3,2,4,1,1,1,1,1,1,1,4,2,2,1,1,4,3,0,1,1,6,3,1,1,8,1,1,1,8,8,1,3,4,2,1,1,1,2,3,5,5,6,4,2,0,5,4,7,3,1,2,1,1,4,1,1,1,4,2,2,0,1,1,4,2,2,3,1,0,0,1,全く着用しない,ややこだわりがある,はい
9/13/2022 10:50:52,nyasumo,はい,29,はい,4,1,0,2,7,4,0,1,8,4,4,5,2,2,6,4,7,7,7,5,6,6,6,2,7,6,8,0,7,1,2,7,4,0,3,3,7,8,3,8,2,2,0,5,8,8,6,7,7,8,5,2,1,1,0,0,0,3,7,1,2,1,0,1,1,1,1,0,1,5,2,4,7,0,1,0,1,2,2,6,1,0,0,0,0,0,6,6,1,0,1,1,0,5,4,4,1,0,0,1,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:53:59,u2424,はい,41,はい,1,3,1,3,3,5,3,4,3,2,2,3,2,2,3,2,3,3,3,3,2,4,3,4,2,3,2,4,4,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,3,2,1,1,3,3,1,1,4,4,1,2,3,2,1,1,2,4,3,2,4,4,2,1,1,2,1,2,3,2,1,2,3,2,1,1,1,3,3,3,4,2,2,1,1,1,1,2,1,0,1,全く着用しない,あまりこだわりがない,はい
9/13/2022 10:55:15,minzo59,はい,54,はい,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,全く着用しない,あまりこだわりがない,はい
